latitude,longitude,elevation,slope,soil_moisture,label
27.548749999995703,88.80930555559117,4303.0,36.74139956884838,0.2943908,0
27.332916666662342,88.39597222225777,3187.0,13.506737084832425,0.3036855,0
27.31569444444012,88.53236111114668,2070.0,29.807710959411928,0.2945623,0
27.393194444440127,88.31486111114666,1494.0,24.999500795733745,0.31674665,0
27.159583333328985,88.7387500000356,2354.0,26.460182615253142,0.3458542,0
27.852361111106855,88.41236111114667,5197.0,54.620460982981136,0.23828755,0
27.747083333329062,88.77069444448004,3498.0,59.28828047767394,0.26770666,0
27.469305555551248,88.2479166667022,4289.0,42.58174608860263,0.37769416,0
27.355416666662347,88.37319444447999,2413.0,22.566212163177543,0.31148762,0
27.481527777773472,88.29875000003554,3678.0,42.680480475005496,0.40212765,0
27.837361111106855,88.78847222225782,4539.0,37.118431922916095,0.22981825,0
27.07902777777342,88.23930555559109,1182.0,28.225732559328865,0.32195225,0
27.45402777777347,88.72569444448004,3126.0,42.034332358009344,0.27009702,0
27.053194444440084,88.55263888892446,1095.0,21.841549457509405,0.35556108,0
27.210138888884547,88.22847222225775,1484.0,15.252165575691356,0.31210488,0
27.63319444444016,88.53902777781335,4223.0,36.18312975658567,0.37819627,0
27.907083333329084,88.38125000003555,5190.0,24.50371761059636,0.21849136,0
27.76652777777351,88.53680555559113,3412.0,46.33469583007428,0.2799718,0
