latitude,longitude,elevation,slope,aspect,curvature,soil_moisture,label,twi
27.52921,88.51545,830.0,25.22510829735938,241.0732823687225,10.0,0.3903651,1,13.190232
27.50781,88.54564,1480.0,27.06801389873177,317.7484758188864,-2.0,0.39256313,1,13.133075
27.44461,88.58094,2399.0,47.45856533496425,138.10861731247292,-20.0,0.3354643,1,12.602446
27.50722,88.53373,1027.0,34.235236371610014,39.02630097342387,2.0,0.39262024,1,11.398474
27.48595,88.58174,2545.0,25.542862402619672,47.3844757507286,-7.0,0.35582486,1,12.497086
27.47719,88.45621,1832.0,16.592159743728644,282.3644099866186,4.0,0.36585262,1,16.98197
27.51585,88.55946,1387.0,20.443004083624515,236.6207268765032,-11.0,0.39173532,1,11.686155
27.52843,88.53741,1030.0,52.77238773263107,151.16996222275657,39.0,0.39045075,1,12.09162
27.52544,88.52583,780.0,31.74319464665077,39.33218633947689,56.0,0.3907362,1,14.288845
27.47232,88.53755,1075.0,25.858549823821555,277.02115521186704,-10.0,0.34908384,1,11.909299
27.48822,88.47517,1303.0,28.50221356427817,104.5830744438258,12.0,0.37671143,1,11.398474
27.39391,88.52562,1172.0,29.780764930311,282.8844064340534,-6.0,0.3053526,1,10.993009
27.41121,88.57009,1819.0,21.863627048931694,80.85081915508749,-36.0,0.30734906,1,10.993009
27.44484,88.51874,952.0,35.016992730178586,5.628708436011664,-9.0,0.3354643,1,10.993009
27.38495,88.52123,1297.0,26.67128864319792,313.59171479152747,9.0,0.30432218,1,12.938918
27.37625,88.51127,1442.0,4.575649431119761,300.83083475942294,-6.0,0.3094822,1,10.993009
27.38545,88.45594,1037.0,28.412549121833543,109.69223947649368,10.0,0.29896015,1,10.993009
27.42796,88.5127,629.0,30.95820409709264,344.76291411688555,-10.0,0.35045165,1,11.398474
27.41036,88.51531,602.0,24.68313748371885,205.5301313813204,6.0,0.30725244,1,14.013433
27.38461,88.5874,1384.0,19.64990042703896,313.568173098481,-4.0,0.30429,1,12.09162
27.4159,88.50773,947.0,23.121636420867773,152.36088201578286,2.0,0.3421386,1,11.398474
27.40341,88.52255,654.0,52.47269220256561,91.20344212545228,-3.0,0.30644745,1,10.993009
27.42956,88.51246,602.0,17.962747546665774,356.4256315787172,11.0,0.35115013,1,11.909299
27.37944,88.47844,703.0,33.8414568066452,84.14822964799623,1.0,0.30343038,1,10.993009
27.39067,88.54778,929.0,20.422680294350283,272.80619869129373,17.0,0.3049662,1,14.394205
27.38874,88.53606,1243.0,15.73273294824021,254.0367094943558,0.0,0.3047408,1,10.993009
27.35659,88.53723,2437.0,35.08744540038212,278.2054905284724,-3.0,0.30103773,1,14.1710615
27.40938,88.48622,1764.0,8.626317044460992,233.0719180768332,-4.0,0.30679244,1,13.557958
27.40833,88.55558,1614.0,10.907191521652312,118.2290635488971,0.0,0.30702704,1,11.909299
27.40065,88.47144,2343.0,42.54877825635712,61.20997776469801,14.0,0.3025951,1,11.909299
27.39346,88.53111,1062.0,28.224458569302897,297.2901384297478,-3.0,0.3052882,1,11.686155
27.35804,88.57921,1771.0,26.937109284701755,101.90429013116398,-6.0,0.30119872,1,11.909299
27.38788,88.48378,1221.0,41.275040154784215,114.8697427002242,14.0,0.3049785,1,14.037531
27.39022,88.49651,828.0,19.76825142418593,104.69124929419336,-1.0,0.30789334,1,14.3252125
27.37643,88.51649,1431.0,11.184217234330932,293.0691476211789,11.0,0.30332398,1,13.007911
27.39566,88.4984,1349.0,47.27804474779399,69.55456466067972,-13.0,0.30881277,1,11.909299
27.18758,88.50521,407.0,27.49844651031429,46.23873595409549,-2.0,0.30620953,1,11.686155
27.23616,88.50809,408.0,37.525526037925786,104.43121615848258,11.0,0.2965099,1,11.398474
27.20223,88.4773,501.0,37.983970895181216,87.6585085580432,-18.0,0.2986929,1,10.993009
27.24831,88.50467,1229.0,31.70563763309514,95.92822255151589,-8.0,0.29332748,1,10.993009
27.20652,88.50649,800.0,27.72601461970844,90.99365770974156,3.0,0.30242154,1,12.245771
27.2806,88.47627,1956.0,27.334188184270104,355.06496833359154,2.0,0.28908512,1,12.245771
27.2106,88.55367,1102.0,39.85521105865986,55.406262848506,20.0,0.30184942,1,11.398474
27.22444,88.51191,1086.0,53.20907441035138,277.44135325432273,38.0,0.29961386,1,11.398474
27.25851,88.46196,599.0,30.838206743619367,0.3879481167342078,-3.0,0.28407246,1,12.497086
27.19717,88.5174,947.0,28.265582502703936,139.71578615938216,2.0,0.30470046,1,12.379303
27.24092,88.46846,671.0,26.790589245309388,222.2597042742401,-8.0,0.28811085,1,13.518737
27.27331,88.52131,1129.0,13.235076496744243,74.25974932221698,-3.0,0.29257292,1,12.784767
27.18588,88.53246,553.0,26.08786324767587,66.40749140577469,9.0,0.3071357,1,12.697756
27.23964,88.47308,520.0,39.08246978363299,258.6737455887379,6.0,0.28925285,1,13.796369
27.2419,88.5266,592.0,21.76179277798933,343.5286175734284,-9.0,0.2951376,1,11.909299
27.25755,88.51008,1309.0,26.48451676988243,209.66386254993932,5.0,0.29334372,1,11.686155
27.19699,88.52236,759.0,21.38119371572929,140.19715763903332,5.0,0.30475986,1,13.295593
27.19449,88.5546,675.0,33.68856097913539,307.9718667353693,-12.0,0.30529442,1,11.398474
27.24976,88.49034,999.0,23.391419267101888,90.6036620177369,12.0,0.2902416,1,13.344383
27.24301,88.47509,350.0,11.644135640130662,185.6287087998128,15.0,0.28883848,1,13.963423
27.14841,88.37472,1141.0,28.175613930216368,289.37897400403097,-6.0,0.31152934,1,13.557958
27.15063,88.3675,868.0,41.91658527790165,121.1834212144206,11.0,0.30983323,1,11.686155
27.17279,88.35112,1174.0,23.02255405576292,30.91031972617793,0.0,0.30084234,1,11.909299
27.18533,88.3279,374.0,0.3490311636869892,138.42662535632894,1.0,0.30350482,1,12.602446
27.1834,88.30785,686.0,48.59292181183978,145.47303054359264,-4.0,0.30519152,1,12.379303
27.19992,88.3399,929.0,31.22388554156367,26.537976827123885,-6.0,0.3004687,1,11.398474
27.17549,88.37899,1786.0,37.93850260917762,84.63290138609244,0.0,0.30163,1,12.379303
27.21871,88.35972,1711.0,33.201293595893134,280.8377002195137,4.0,0.29420567,1,11.909299
27.16716,88.31593,860.0,21.808906374361364,300.8308336659296,6.0,0.3036678,1,12.697756
27.25671,88.3585,2225.0,13.909995398533075,203.0626173191607,-1.0,0.28904003,1,10.993009
27.19387,88.36486,1103.0,39.10992059818816,348.81811973945923,1.0,0.29839563,1,11.686155
27.14939,88.32678,1147.0,23.28382213439613,58.740080660453486,-2.0,0.30753678,1,13.390903
27.14297,88.35791,770.0,31.285763294148868,152.24697532944538,3.0,0.31090522,1,13.2443
27.18957,88.35505,795.0,33.19044557709676,338.99670246690124,-1.0,0.29925206,1,13.07245
27.1684,88.31901,919.0,20.36653772776374,240.5904372468176,4.0,0.30330858,1,11.398474
27.48319444444014,88.36736111114666,3254.0,38.16383832938168,184.12950732951228,10.0,0.38992923,0,12.245771
27.25652777777344,88.71680555559115,1388.0,39.41862870789735,285.43448453692804,16.0,0.30119896,0,11.909299
27.89791666666241,88.36125000003555,4635.0,10.819939058523843,205.0254161557614,-5.0,0.2172859,0,12.697756
27.57208333332904,88.74125000003559,4381.0,42.32940499483919,142.23394596519017,2.0,0.2900853,0,11.909299
27.55847222221793,88.3593055555911,3224.0,30.25284804881637,199.01095007951665,1.0,0.4415968,0,12.245771
27.173749999995653,88.32041666670222,581.0,25.83217769128769,226.59059001805767,4.0,0.30204025,0,12.697756
27.82402777777352,88.6848611111467,4087.0,26.509444823412867,170.67182406640904,-1.0,0.25449756,0,15.962821
27.89013888888464,88.37041666670221,4538.0,3.479701522847884,94.29820055628528,-4.0,0.21852271,0,10.993009
27.1981944444401,88.35486111114666,977.0,38.214928884735336,115.36155400322912,-11.0,0.2978222,0,13.133075
27.54708333332904,88.2854166667022,3652.0,35.5305460363847,230.34271710222336,13.0,0.45398274,0,13.133075
27.46791666666236,88.6209722222578,3363.0,42.22109434720697,47.311453461166025,-1.0,0.32653758,0,11.398474
27.617361111106824,88.21875000003553,4774.0,53.92739377139218,23.60907002142796,-24.0,0.4013828,0,12.379303
27.385138888884573,88.36097222225777,1703.0,12.996436680977268,306.3251515720154,-6.0,0.30040032,0,12.86481
27.58208333332904,88.28236111114664,3550.0,11.651794812323187,268.7336527214016,3.0,0.47664544,0,14.288845
27.076527777773418,88.19847222225775,856.0,18.760387188588645,186.83522344070843,2.0,0.32269096,0,15.993593
27.452361111106804,88.61625000003558,2071.0,20.255477132067472,132.78311117957264,1.0,0.32633504,0,12.602446
27.50930555555125,88.61125000003558,2217.0,38.55997023052158,305.26946258813564,7.0,0.37022212,0,13.007911
27.833194444440185,88.55513888892446,3680.0,28.947163556444973,346.4747272895456,7.0,0.23813875,0,11.398474
27.40430555555124,88.29736111114664,1787.0,30.72329766324833,140.7596820463034,-2.0,0.31483263,0,12.938918
27.767638888884623,88.46125000003556,3809.0,29.24235654287417,331.53955491379816,-7.0,0.29309288,0,13.390903
27.50902777777348,88.73541666670226,3578.0,41.58550166775116,19.97767403607532,33.0,0.2789801,0,12.379303
27.54652777777348,88.72847222225782,3334.0,16.683081489196944,266.5127326882597,-6.0,0.28630108,0,10.993009
27.759861111106844,88.30263888892443,4705.0,14.112411216413507,64.21185328464355,-3.0,0.33400196,0,10.993009
27.281805555551223,88.52763888892446,1531.0,17.500439766100527,90.0,13.0,0.29296556,0,15.684356
27.40541666666235,88.73958333336893,4049.0,34.74783995613934,283.2939046860156,9.0,0.25918922,0,14.061061
27.33124999999568,88.77930555559115,3666.0,12.466999017928195,141.56303413776232,8.0,0.2707494,0,12.497086
27.16402777777343,88.27430555559108,944.0,29.87758153777532,289.4612950907496,0.0,0.30257323,0,12.09162
27.52763888888459,88.75236111114671,3932.0,35.01552696387239,238.6420522068338,8.0,0.28546885,0,13.133075
27.29486111110678,88.74902777781338,2265.0,36.42380959513999,188.8234277758652,-18.0,0.278328,0,12.497086
27.159305555551207,88.39069444447999,1345.0,42.140963260194525,144.18091242459695,6.0,0.30896926,0,11.686155
27.29486111110678,88.23708333336886,1678.0,27.160180887031657,77.69082856547408,3.0,0.32725963,0,11.686155
27.24986111110677,88.56541666670223,1416.0,33.70259721050431,330.9968120929244,10.0,0.2934745,0,12.697756
27.506805555551253,88.35958333336887,4008.0,33.65828008766197,337.51345884067337,-2.0,0.4433657,0,15.053452
27.23680555555121,88.18875000003553,1953.0,2.1386763196198566,192.5031706077532,-6.0,0.31730178,0,10.993009
27.18930555555121,88.80263888892449,2565.0,41.76664372918188,200.1215229857061,-12.0,0.33315244,0,12.09162
27.36513888888457,88.55680555559113,1862.0,28.548458121281776,323.52908774247,-1.0,0.30200374,0,12.697756
27.37930555555124,88.67013888892447,2921.0,23.738624928180634,293.190540133824,-16.0,0.26785836,0,11.398474
27.11013888888453,88.19541666670219,1488.0,33.85823460881913,183.10849610698563,-4.0,0.31550115,0,11.398474
27.85763888888464,88.41736111114666,4811.0,20.57057099905508,142.12278512684264,4.0,0.2364527,0,11.398474
27.7529166666624,88.26347222225776,4868.0,12.111489067285731,333.12122083007,5.0,0.35365823,0,11.398474
27.380972222217903,88.3918055555911,2749.0,30.010549674588777,305.7233831214542,16.0,0.30120412,0,12.09162
27.099861111106755,88.40541666670222,729.0,23.03886765625838,101.7479876922863,-1.0,0.3392854,0,11.909299
27.819305555551296,88.54263888892446,3778.0,37.09912119973531,229.8501759272969,18.0,0.24481559,0,12.245771
27.29819444444012,88.75152777781338,2375.0,31.32511934715393,33.000446506332935,0.0,0.28313413,0,13.518737
27.06958333332897,88.69875000003559,1838.0,45.54533560764966,165.99913418070628,-2.0,0.35135216,0,11.398474
27.80847222221796,88.57430555559112,3847.0,25.55064706487103,302.2656053148306,-5.0,0.24850866,0,16.726349
27.119305555551204,88.62680555559113,1163.0,28.44317010476074,282.1420524492622,4.0,0.3426424,0,12.86481
27.45652777777347,88.2279166667022,4232.0,34.36605646387672,40.55981011656587,0.0,0.3585369,0,11.398474
27.87319444444019,88.35652777781333,4663.0,12.920612366438034,166.75756466770213,-2.0,0.22389692,0,10.993009
27.33958333332901,88.75430555559116,3221.0,26.91894892833584,343.8202452811992,-12.0,0.27849424,0,17.929352
27.092083333328976,88.57069444448003,927.0,1.8000200779984576,64.21185328464355,12.0,0.34886444,0,13.390903
27.40374999999569,88.76069444448004,4174.0,28.3135473530568,226.0806536598752,4.0,0.26877087,0,11.686155
27.36486111110679,88.57958333336892,2130.0,9.690174523449825,263.871646362264,22.0,0.30197155,0,13.07245
27.592361111106825,88.44291666670222,1585.0,16.347859757619897,82.86005342626811,18.0,0.4188535,0,11.686155
27.0968055555512,88.22236111114664,1070.0,20.272626865308062,99.94684297800904,-3.0,0.31409937,0,12.697756
27.8781944444402,88.57819444448002,4271.0,35.31968089421444,99.25313222683536,10.0,0.21650581,0,14.630594
27.582638888884595,88.29680555559109,2969.0,24.693952276132634,49.89267080284208,10.0,0.4726995,0,12.379303
27.415416666662352,88.65013888892447,2257.0,53.49199935131467,335.61230897813783,-39.0,0.28851074,0,11.398474
27.89597222221797,88.22819444447997,5312.0,15.549835840626056,177.50214213695324,-6.0,0.2220901,0,10.993009
27.27791666666233,88.68125000003559,2452.0,15.244834031770235,170.60970537526737,2.0,0.29968002,0,12.245771
27.399027777773465,88.2979166667022,1587.0,44.5645460017164,178.11838117664627,-2.0,0.31775767,0,13.295593
27.159305555551207,88.22930555559108,1482.0,34.57715987573236,247.03928658263723,2.0,0.30961767,0,11.909299
27.77819444444017,88.36736111114666,4928.0,35.799071970422325,27.001544757519184,11.0,0.2903449,0,11.398474
27.83652777777352,88.35013888892443,5147.0,42.78397838361,312.42460049187946,-52.0,0.24164474,0,12.379303
27.49902777777348,88.6234722222578,2625.0,34.65068073647114,278.7229060067657,23.0,0.35359606,0,
27.118194444440093,88.1990277778133,1308.0,37.623835011661896,211.6322288515212,-12.0,0.31530127,0,11.398474
27.764861111106843,88.67347222225781,4582.0,31.099408214016304,345.2471432642036,0.0,0.28167415,0,12.497086
27.5137499999957,88.74763888892448,4341.0,41.890630497147946,52.06343916514754,12.0,0.27814335,0,12.09162
27.428749999995688,88.26847222225776,2452.0,29.46175440611201,141.4954201671918,4.0,0.3542331,0,11.398474
27.551527777773483,88.32375000003555,4295.0,14.316871900060685,0.0,-7.0,0.44839782,0,10.993009
27.04708333332897,88.46819444448,1189.0,18.350371468613364,171.59058057929815,3.0,0.36086366,0,11.686155
27.358194444440123,88.49430555559113,1347.0,21.161926988235816,312.1476542228046,-6.0,0.30479962,0,12.09162
27.420416666662355,88.21180555559108,3048.0,32.57924504398351,334.92272767235784,2.0,0.33163142,0,15.670499
27.82402777777352,88.7826388889245,4965.0,54.09042259217539,175.29860853979562,8.0,0.23716323,0,11.686155
27.394861111106795,88.34597222225777,2079.0,30.559423762991504,166.5393708582418,9.0,0.30783176,0,11.686155
27.103472222217867,88.56763888892446,1371.0,22.65911544001502,130.09633294852324,-4.0,0.346062,0,13.435355
27.16374999999565,88.28375000003554,764.0,25.750152802959644,172.77820640126458,1.0,0.30539414,0,10.993009
27.826249999995746,88.2454166667022,5526.0,26.89446526475262,103.50991182127687,1.0,0.24830502,0,12.602446
27.310138888884563,88.65958333336891,2185.0,31.77140891801294,150.26088307395025,-1.0,0.28444257,0,12.09162
27.40597222221791,88.43458333336889,1989.0,45.56182705328214,97.70453095383294,-7.0,0.29314625,0,11.398474
27.46263888888458,88.22625000003553,4563.0,22.57116695478557,56.7569765912387,-5.0,0.36148128,0,11.909299
27.02152777777341,88.3168055555911,1896.0,21.209824020685847,146.49006962527795,0.0,0.35702568,0,12.86481
27.62430555555127,88.36347222225777,3845.0,40.69219594931419,45.60673207105668,17.0,0.42336398,0,12.09162
27.101249999995645,88.25097222225776,680.0,36.4606954801524,332.6419166473518,-4.0,0.31313416,0,12.602446
27.6001388888846,88.55375000003558,3652.0,15.708292137111878,243.01752594092608,8.0,0.4009767,0,11.398474
27.74986111110684,88.52180555559113,3476.0,19.00453007911959,290.1227896967746,-11.0,0.29247373,0,11.398474
27.032638888884524,88.29986111114665,1500.0,32.84340978331147,346.97139417853555,1.0,0.35122308,0,13.796369
27.16374999999565,88.20708333336886,1526.0,35.28047028512678,121.01724738022546,-8.0,0.31254265,0,10.993009
27.182361111106765,88.22069444447997,1294.0,38.94374995489715,95.50113338366003,0.0,0.31376797,0,10.993009
27.78208333332907,88.59513888892447,3831.0,21.592352694697823,76.00632494771213,5.0,0.2694654,0,13.963423
27.09513888888453,88.43069444448,882.0,22.43608718674491,120.51141058104304,4.0,0.34666103,0,12.497086
27.153194444440096,88.7826388889245,1950.0,27.63907993509847,157.295499866682,-13.0,0.3462152,0,10.993009
27.475694444440137,88.57013888892446,2094.0,45.59589410130538,352.2638122116949,16.0,0.3507347,0,14.426995
27.42347222221791,88.23402777781331,3111.0,28.430635599994584,246.69419182708435,-16.0,0.3396932,0,11.398474
27.84069444444019,88.64041666670225,5555.0,3.1984511192556324,35.35984350671441,-3.0,0.24084264,0,11.398474
27.487361111106807,88.42458333336889,2894.0,48.3822012781259,100.26164903322314,4.0,0.3887673,0,11.909299
27.61791666666238,88.27180555559109,3986.0,40.747702785459055,28.59174176774001,-39.0,0.45029223,0,13.07245
27.293472222217893,88.37152777781333,1884.0,16.536951400412413,176.09666690452264,-3.0,0.29846597,0,13.855209
27.899861111106866,88.81375000003561,5589.0,19.78069667960005,109.23651361229958,-6.0,0.20177811,0,11.686155
27.581805555551263,88.29263888892443,3105.0,19.05658366166145,195.61403921323927,21.0,0.47430846,0,16.50442
27.71680555555128,88.29930555559109,5548.0,42.72544214883812,62.68430982710635,39.0,0.38493067,0,12.245771
27.47624999999569,88.35569444448,3530.0,41.47596270484805,238.2739133410189,11.0,0.3833531,0,11.909299
27.211805555551216,88.18597222225775,2394.0,30.266219448452294,178.41221969896935,14.0,0.31624338,0,10.993009
27.70291666666239,88.42763888892445,4650.0,18.298937602858043,155.44220809798242,-6.0,0.36327904,0,13.344383
27.210138888884547,88.73208333336893,1426.0,39.69569559498793,328.9221054763663,5.0,0.32247418,0,12.09162
